TYPE	data	arabish	class	CODA	token	pos	lemma	governorate	age	gender
forum	20151004	tounes	arabizi	تونس	تونس	NOUN_PROP	تونس	Tunis	25-35	F
forum	20151004	wallah	arabizi	والله	والله	INTERJ	والله	Tunis	25-35	F
forum	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
forum	20151004	3rabfieurope2011:	arabizi	عرب في اوروبا 2011 :	عرب+في+اوروبا+2011+:	NOUN+PREP+NOUN_PROP+NOUN_NUM+PUNC	عربي	Bizerte	25-35	M
forum	20151004	merci	arabizi	مرسي	مرسي	INTERJ	مرسي	Bizerte	25-35	M
forum	20151004	m5abbi2323	arabizi	مخبّي2323	مخبّي2323	NOUN_PROP	مخبّي2323	Bizerte	25-35	M
forum	20151004	:)	emotag	:)	emotag	emotag	emotag	Bizerte	25-35	M
forum	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
forum	20151004	tounes	arabizi	تونس	تونس	NOUN_PROP	تونس	Bizerte	25-35	M
forum	20151004	lkolna	arabizi	الكلنا	ال+كل+نا	DET+NOUN_QUANT+PRON_1P	كلّ	Bizerte	25-35	M
forum	20151004	n7abbou8a	arabizi	نحبّوها	نحبّوا+ها	IV1P-IV-IVSUFF_SUBJ:P+IVSUFF_DO:3FS	حبّ	Bizerte	25-35	M
forum	20151004	w	arabizi	و	و	CONJ	و	Bizerte	25-35	M
forum	20151004	rabby	arabizi	ربّي	ربّ+ي	NOUN+POSS_PRON_1S	ربّ	Bizerte	25-35	M
forum	20151004	ya7fed8a	arabizi	يحفظها	يحفظ+ها	IV3MS-IV+IVSUFF_DO:3FS	حفظ	Bizerte	25-35	M
forum	20151004	lina	arabizi	لنا	ل+نا	PREP+PRON_1P	ل	Bizerte	25-35	M
forum	20151004	,	arabizi	,	,	PUNC	PUNC	Bizerte	25-35	M
forum	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
forum	20151004	inshalla	arabizi	ان شاء الله	ان شاء الله	INTERJ	ان شاء لله	Bizerte	25-35	M
forum	20151004	lkol	arabizi	لكلّ	ل+كل	PREP+NOUN_QUANT	كلّ	Bizerte	25-35	M
forum	20151004	elli	arabizi	اللي	اللي	REL_PRON	اللي	Bizerte	25-35	M
forum	20151004	kifna	arabizi	كيفنا	كيف+نا	ADV+PRON_1P	كيف	Bizerte	25-35	M
forum	20151004	y3ichou	arabizi	يعيشوا	يعيشوا	IV3P-IV-IVSUFF_SUBJ:P	عاش	Bizerte	25-35	M
forum	20151004	fi	arabizi	في	في	PREP	في	Bizerte	25-35	M
forum	20151004	ghorba	arabizi	غربة	غربة	NOUN-NSUFF_FEM_SG	غربة	Bizerte	25-35	M
forum	20151004	ou	foreign	ou	foreign	foreign	foreign	Bizerte	25-35	M
forum	20151004	elli	arabizi	اللي	اللي	REL_PRON	اللي	Bizerte	25-35	M
forum	20151004	y3ichou	arabizi	يعيشوا	يعيشوا	IV3P-IV-IVSUFF_SUBJ:P	عاش	Bizerte	25-35	M
forum	20151004	fi	arabizi	في	في	PREP	في	Bizerte	25-35	M
forum	20151004	bled	arabizi	بلاد	بلاد	NOUN	بلاد	Bizerte	25-35	M
forum	20151004	ygharou	arabizi	يغاروا	يغاروا	IV3P-IV-IVSUFF_SUBJ:P	غار	Bizerte	25-35	M
forum	20151004	3li8a	arabizi	عليها	على+ها	PREP+PRON_3FS	على	Bizerte	25-35	M
forum	20151004	w	arabizi	و	و	CONJ	و	Bizerte	25-35	M
forum	20151004	kol	arabizi	كلّ	كلّ	NOUN_QUANT	كلّ	Bizerte	25-35	M
forum	20151004	boulden	arabizi	بلدان	بلدان	NOUN	بلاد	Bizerte	25-35	M
forum	20151004	ethawra	arabizi	الثورة	ال+ثورة	DET+NOUN-NSUFF_FEM_SG	ثورة	Bizerte	25-35	M
forum	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
forum	20131115	les	foreign	les	foreign	foreign	foreign	Germany	35-50	F
forum	20131115	filles	foreign	filles	foreign	foreign	foreign	Germany	35-50	F
forum	20131115	chkoun	arabizi	شكون	شكون	PRON_INDEF	شكون	Germany	35-50	F
forum	20131115	3andha	arabizi	عندها	عند+ها	PREP+PRON_3FS	عند	Germany	35-50	F
forum	20131115	ds	foreign	ds	foreign	foreign	foreign	Germany	35-50	F
forum	20131115	sa	foreign	sa	foreign	foreign	foreign	Germany	35-50	F
forum	20131115	garde	foreign	garde	foreign	foreign	foreign	Germany	35-50	F
forum	20131115	robe	foreign	robe	foreign	foreign	foreign	Germany	35-50	F
forum	20131115	la	foreign	la	foreign	foreign	foreign	Germany	35-50	F
forum	20131115	collection	foreign	collection	foreign	foreign	foreign	Germany	35-50	F
forum	20131115	motivation	foreign	motivation	foreign	foreign	foreign	Germany	35-50	F
forum	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
forum	20131115	non	foreign	non	foreign	foreign	foreign	Germany	35-50	F
forum	20131115	je	foreign	je	foreign	foreign	foreign	Germany	35-50	F
forum	20131115	blague	foreign	blague	foreign	foreign	foreign	Germany	35-50	F
forum	20131115	,	arabizi	,	,	PUNC	PUNC	Germany	35-50	F
forum	20131115	j'appelle	foreign	j'appelle	foreign	foreign	foreign	Germany	35-50	F
forum	20131115	collection	foreign	collection	foreign	foreign	foreign	Germany	35-50	F
forum	20131115	motivation	foreign	motivation	foreign	foreign	foreign	Germany	35-50	F
forum	20131115	lahweyej	arabizi	الحوايج	ال+حوايج	DET+NOUN	حوايج	Germany	35-50	F
forum	20131115	elli	arabizi	اللي	اللي	REL_PRON	اللي	Germany	35-50	F
forum	20131115	nekhethom	arabizi	ناخذهم	ناخذ+هم	IV1S-IV+IVSUFF_DO:3P	خذى	Germany	35-50	F
forum	20131115	taille	foreign	taille	foreign	foreign	foreign	Germany	35-50	F
forum	20131115	38	arabizi	38	38	NOUN_NUM	NOUN_NUM	Germany	35-50	F
forum	20131115	ou	foreign	ou	foreign	foreign	foreign	Germany	35-50	F
forum	20131115	s	foreign	s	foreign	foreign	foreign	Germany	35-50	F
forum	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
forum	20131115	wena	arabizi	وانا	و+انا	CONJ+PRON_1S	هو	Germany	35-50	F
forum	20131115	nelbes	arabizi	نلبس	نلبس	IV1S-IV	لبس	Germany	35-50	F
forum	20131115	42	arabizi	42	42	NOUN_NUM	NOUN_NUM	Germany	35-50	F
forum	20131115	et	foreign	et	foreign	foreign	foreign	Germany	35-50	F
forum	20131115	klke	foreign	klke	foreign	foreign	foreign	Germany	35-50	F
forum	20131115	fois	foreign	fois	foreign	foreign	foreign	Germany	35-50	F
forum	20131115	xl	foreign	xl	foreign	foreign	foreign	Germany	35-50	F
forum	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
forum	20131115	en	foreign	en	foreign	foreign	foreign	Germany	35-50	F
forum	20131115	me	foreign	me	foreign	foreign	foreign	Germany	35-50	F
forum	20131115	disant	foreign	disant	foreign	foreign	foreign	Germany	35-50	F
forum	20131115	tawa	arabizi	توّا	توّا	ADV	توّا	Germany	35-50	F
forum	20131115	noth3felhom	arabizi	نضعف لهم	نضعف+ل+هم	IV1S-IV+[PREP+PRON_3P]IVSUFF_IO:3P	ضعف	Germany	35-50	F
forum	20131115	mon	foreign	mon	foreign	foreign	foreign	Germany	35-50	F
forum	20131115	oeil	foreign	oeil	foreign	foreign	foreign	Germany	35-50	F
forum	20131115	oui	foreign	oui	foreign	foreign	foreign	Germany	35-50	F
forum	20131115	!	arabizi	!	!	PUNC	PUNC	Germany	35-50	F
forum	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
forum	20131115	hier	foreign	hier	foreign	foreign	foreign	Germany	35-50	F
forum	20131115	en	foreign	en	foreign	foreign	foreign	Germany	35-50	F
forum	20131115	rangeant	foreign	rangeant	foreign	foreign	foreign	Germany	35-50	F
forum	20131115	mon	foreign	mon	foreign	foreign	foreign	Germany	35-50	F
forum	20131115	placard	foreign	placard	foreign	foreign	foreign	Germany	35-50	F
forum	20131115	ma	arabizi	ما	ما	NEG_PART	ما	Germany	35-50	F
forum	20131115	lkit	arabizi	لقيت	لقيت	PV-PVSUFF_SUBJ:1S	لقى	Germany	35-50	F
forum	20131115	fihom	arabizi	فيهم	في+هم	PREP+PRON_3P	في	Germany	35-50	F
forum	20131115	hatta	arabizi	حتّى	حتّى	ADV	حتّى	Germany	35-50	F
forum	20131115	met3a	arabizi	متعة	متعة	NOUN-NSUFF_FEM_SG	متعة	Germany	35-50	F
forum	20131115	tmasset	arabizi	تمسّط	تمسّط	IV3FS-IV	مسّط	Germany	35-50	F
forum	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
forum	20131115	3indi	arabizi	عندي	عند+ي	PREP+PRON_1S	عند	/	35-50	F
forum	20131115	jeans	foreign	jeans	foreign	foreign	foreign	/	35-50	F
forum	20131115	hakkéka	arabizi	هكاكا	هكاكا	ADV	هكاكا	/	35-50	F
forum	20131115	sghir	arabizi	صغير	صغير	ADJ	صغير	/	35-50	F
forum	20131115	3leyya	arabizi	علييا	على+يا	PREP+PRON_1S	على	/	35-50	F
forum	20131115	fel	arabizi	فال	في+ال	PREP+DET	في	/	35-50	F
forum	20131115	wa9t	arabizi	وقت	وقت	NOUN	وقت	/	35-50	F
forum	20131115	el	arabizi	ال	ال	DET	ال	/	35-50	F
forum	20131115	7ali	arabizi	حالي	حالي	ADJ	حالي	/	35-50	F
forum	20131115	w	arabizi	و	و	CONJ	و	/	35-50	F
forum	20131115	yodhhorli	arabizi	يظهر لي	يظهر+ل+ي	IV3MS-IV+[PREP+PRON_1S]IVSUFF_IO:1S	ظهر	/	35-50	F
forum	20131115	3omrou	arabizi	عمره	عمر+ه	[NOUN+POSS_PRON_3MS]ADV	عمر	/	35-50	F
forum	20131115	méhou	arabizi	ماه	ما+ه	NEG_PART+PRON_3MS	هو	/	35-50	F
forum	20131115	bech	arabizi	باش	باش	FUT_PART	باش	/	35-50	F
forum	20131115	iji	arabizi	يجي	يجي	IV3MS-IV	جا	/	35-50	F
forum	20131115	9addi	arabizi	قدّي	قدّ+ي	NOUN+POSS_PRON_1S	قدّ	/	35-50	F
forum	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
forum	20131115	hhhhhhhhhh	arabizi	هههه	هههه	INTERJ	هههه	Tunis	/	F
forum	20131115	ey	arabizi	اي	اي	INTERJ	اي	Tunis	/	F
forum	20131115	ey	arabizi	اي	اي	INTERJ	اي	Tunis	/	F
forum	20131115	3andi	arabizi	عندي	عند+ي	PREP+PRON_1S	عند	Tunis	/	F
forum	20131115	a5er	arabizi	آخر	آخر	ADJ	آخر	Tunis	/	F
forum	20131115	marra	arabizi	مرّة	مرّة	NOUN-NSUFF_FEM_SG	مرّة	Tunis	/	F
forum	20131115	7ajet	arabizi	حاجات	حاجات	NOUN-NSUFF_FEM_PL	حاجة	Tunis	/	F
forum	20131115	jamais	foreign	jamais	foreign	foreign	foreign	Tunis	/	F
forum	20131115	lbesthom	arabizi	لبستهم	لبست+هم	PV-PVSUFF_SUBJ:1S+PVSUFF_DO:3P	لبس	Tunis	/	F
forum	20131115	hazithom	arabizi	هزّيتهم	هزّيت+هم	PV-PVSUFF_SUBJ:1S+PVSUFF_DO:3P	هزّ	Tunis	/	F
forum	20131115	a	foreign	a	foreign	foreign	foreign	Tunis	/	F
forum	20131115	ma	foreign	ma	foreign	foreign	foreign	Tunis	/	F
forum	20131115	niece	foreign	niece	foreign	foreign	foreign	Tunis	/	F
forum	20131115	qui	foreign	qui	foreign	foreign	foreign	Tunis	/	F
forum	20131115	a	foreign	a	foreign	foreign	foreign	Tunis	/	F
forum	20131115	14	arabizi	14	14	NOUN_NUM	NOUN_NUM	Tunis	/	F
forum	20131115	ans	foreign	ans	foreign	foreign	foreign	Tunis	/	F
forum	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
forum	20131115	un	foreign	un	foreign	foreign	foreign	Germany	35-50	F
forum	20131115	djean	foreign	djean	foreign	foreign	foreign	Germany	35-50	F
forum	20131115	mazelt	arabizi	ما زالت	ما+زالت	NEG_PART+PV-PVSUFF_SUBJ:3FS	زال	Germany	35-50	F
forum	20131115	fi	arabizi	في	في	PREP	في	Germany	35-50	F
forum	20131115	zone	foreign	zone	foreign	foreign	foreign	Germany	35-50	F
forum	20131115	normal	foreign	normal	foreign	foreign	foreign	Germany	35-50	F
forum	20131115	,	arabizi	,	,	PUNC	PUNC	Germany	35-50	F
forum	20131115	elli	arabizi	اللي	اللي	REL_PRON	اللي	Germany	35-50	F
forum	20131115	3andi	arabizi	عندي	عند+ي	PREP+PRON_1S	عند	Germany	35-50	F
forum	20131115	ena	arabizi	انا	انا	PRON_1S	هو	Germany	35-50	F
forum	20131115	3andou	arabizi	عنده	عند+ه	PREP+PRON_1S	عند	Germany	35-50	F
forum	20131115	esm	arabizi	اسم	اسم	NOUN	اسم	Germany	35-50	F
forum	20131115	wehed	arabizi	واحد	واحد	ADJ	واحد	Germany	35-50	F
forum	20131115	:	arabizi	:	:	PUNC	PUNC	Germany	35-50	F
forum	20131115	wakaha	arabizi	وقاحة	وقاحة	NOUN-NSUFF_FEM_SG	وقاحة	Germany	35-50	F
forum	20131115	bila	arabizi	بلا	بلا	PREP	بلا	Germany	35-50	F
forum	20131115	houdoud	arabizi	حدود	حدود	NOUN	حدّ	Germany	35-50	F
forum	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
forum	20131115	hhh	arabizi	هههه	هههه	INTERJ	هههه	Germany	35-50	F
forum	20131115	mazelt	arabizi	ما زلت	ما+زلت	NEG_PART+PV-PVSUFF_SUBJ:1S	زال	Germany	35-50	F
forum	20131115	ma	arabizi	ما	ما	NEG_PART	ما	Germany	35-50	F
forum	20131115	foktech	arabizi	فقتش	فقت+ش	PV-PVSUFF_SUBJ:1S+NEG_PART	فاق	Germany	35-50	F
forum	20131115	3la	arabizi	على	على	PREP	على	Germany	35-50	F
forum	20131115	wath3i	arabizi	وضعي	وضع+ي	NOUN+POSS_PRON_1S	وضع	Germany	35-50	F
forum	20131115	.	arabizi	.	.	PUNC	PUNC	Germany	35-50	F
forum	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
forum	20131115	zedt	arabizi	زادت	زادت	PV-PVSUFF_SUBJ:1S	زاد	Germany	35-50	F
forum	20131115	kharrejthon	arabizi	خرّجتهن	خرّجت+هم	PV-PVSUFF_SUBJ:1S+PVSUFF_DO:3P	خرّج	Germany	35-50	F
forum	20131115	wetwithom	arabizi	وطويتهم	و+طويت+هم	CONJ+PV-PVSUFF_SUBJ:1S+PVSUFF_DO:3P	طوى	Germany	35-50	F
forum	20131115	wemchit	arabizi	ومشيت	و+مشيت	CONJ+PV-PVSUFF_SUBJ:1S	مشى	Germany	35-50	F
forum	20131115	k3adt	arabizi	قعدت	قعدت	PV-PVSUFF_SUBJ:1S	قعد	Germany	35-50	F
forum	20131115	koddem	arabizi	قدّام	قدّام	ADV	قدّام	Germany	35-50	F
forum	20131115	pc	foreign	pc	foreign	foreign	foreign	Germany	35-50	F
forum	20131115	nlawej	arabizi	نلوّج	نلوّج	IV1S-IV	لوّج	Germany	35-50	F
forum	20131115	3la	arabizi	على	على	PREP	على	Germany	35-50	F
forum	20131115	régime	foreign	régime	foreign	foreign	foreign	Germany	35-50	F
forum	20131115	,	arabizi	,	,	PUNC	PUNC	Germany	35-50	F
forum	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
forum	20131115	mchit	arabizi	مشيت	مشيت	PV-PVSUFF_SUBJ:1S	مشى	Germany	35-50	F
forum	20131115	lekkoujina	arabizi	لالكوجينة	ل+ال+كوجينة	PREP+DET+NOUN-NSUFF_FEM_SG	كوجينة	Germany	35-50	F
forum	20131115	nlawej	arabizi	نلوّج	نلوّج	IV1S-IV	لوّج	Germany	35-50	F
forum	20131115	3la	arabizi	على	على	PREP	على	Germany	35-50	F
forum	20131115	haja	arabizi	حاجة	حاجة	NOUN-NSUFF_FEM_SG	حاجة	Germany	35-50	F
forum	20131115	hloua	arabizi	حلوّة	حلوّة	ADJ-NSUFF_FEM_SG	حلو	Germany	35-50	F
forum	20131115	nekelha	arabizi	ناكلها	ناكل+ها	IV1S-IV+IVSUFF_DO:3FS	كلا	Germany	35-50	F
forum	20131115	et	foreign	et	foreign	foreign	foreign	Germany	35-50	F
forum	20131115	ki	arabizi	كي	كي	SUB_CONJ	كي	Germany	35-50	F
forum	20131115	ma	arabizi	ما	ما	NEG_PART	ما	Germany	35-50	F
forum	20131115	lkit	arabizi	لقيت	لقيت	PV-PVSUFF_SUBJ:1S	لقى	Germany	35-50	F
forum	20131115	chay	arabizi	شي	شي	PRON_INDEF	شي	Germany	35-50	F
forum	20131115	lkit	arabizi	لقيت	لقيت	PV-PVSUFF_SUBJ:1S	لقى	Germany	35-50	F
forum	20131115	hokka	arabizi	حكّة	حكّة	NOUN-NSUFF_FEM_SG	حكّة	Germany	35-50	F
forum	20131115	confiture	foreign	confiture	foreign	foreign	foreign	Germany	35-50	F
forum	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
forum	20131115	ena	arabizi	انا	انا	PRON_1S	هو	/	/	F
forum	20131115	na3raf	arabizi	نعرف	نعرف	IV1S-IV	عرف	/	/	F
forum	20131115	7oudoudi	arabizi	حدودي	حدود+ي	NOUN+POSS_PRON_1S	حدّ	/	/	F
forum	20131115	,	arabizi	,	,	PUNC	PUNC	/	/	F
forum	20131115	7aja	arabizi	حاجة	حاجة	NOUN-NSUFF_FEM_SG	حاجة	/	/	F
forum	20131115	me3adech	arabizi	ماعادش	ما+عاد+ش	NEG_PART+PV-PVSUFF_SUBJ:3MS+NEG_PART	عاد	/	/	F
forum	20131115	tji	arabizi	تجي	تجي	IV3FS-IV	جا	/	/	F
forum	20131115	9adi	arabizi	قدّي	قدّ+ي	NOUN+POSS_PRON_1S	قدّ	/	/	F
forum	20131115	n9olha	arabizi	نقول لها	نقول+ل+ها	IV1S-IV+[PREP+PRON_3FS]IVSUFF_IO:3FS	قال	/	/	F
forum	20131115	bye	foreign	bye	foreign	foreign	foreign	/	/	F
forum	20131115	byeeeee	foreign	byeeeee	foreign	foreign	foreign	/	/	F
forum	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
forum	20131115	hhh	arabizi	هههه	هههه	INTERJ	هههه	/	25-35	F
forum	20131115	oui	foreign	oui	foreign	foreign	foreign	/	25-35	F
forum	20131115	oui	foreign	oui	foreign	foreign	foreign	/	25-35	F
forum	20131115	tawa	arabizi	توّا	توّا	ADV	توّا	/	25-35	F
forum	20131115	fhémték	arabizi	فهمتك	فهمت+ك	PV-PVSUFF_SUBJ:1S+PVSUFF_DO:2S	فهم	/	25-35	F
forum	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
forum	20131115	oui	foreign	oui	foreign	foreign	foreign	/	25-35	F
forum	20131115	j'en	foreign	j'en	foreign	foreign	foreign	/	25-35	F
forum	20131115	ai	foreign	ai	foreign	foreign	foreign	/	25-35	F
forum	20131115	bcp	foreign	bcp	foreign	foreign	foreign	/	25-35	F
forum	20131115	,	arabizi	,	,	PUNC	PUNC	/	25-35	F
forum	20131115	le7wéyéj	arabizi	الحوايج	ال+حوايج	DET+NOUN	حوايج	/	25-35	F
forum	20131115	élli	arabizi	اللي	اللي	REL_PRON	اللي	/	25-35	F
forum	20131115	chrithom	arabizi	شريتهم	شريت+هم	PV-PVSUFF_SUBJ:1S+PVSUFF_DO:3P	شرى	/	25-35	F
forum	20131115	avant	foreign	avant	foreign	foreign	foreign	/	25-35	F
forum	20131115	ma	foreign	ma	foreign	foreign	foreign	/	25-35	F
forum	20131115	grossesse	foreign	grossesse	foreign	foreign	foreign	/	25-35	F
forum	20131115	w	arabizi	و	و	CONJ	و	/	25-35	F
forum	20131115	mezelt	arabizi	ما زلت	ما+زلت	NEG_PART+PV-PVSUFF_SUBJ:1S	زال	/	25-35	F
forum	20131115	3andi	arabizi	عندي	عند+ي	PREP+PRON_1S	عند	/	25-35	F
forum	20131115	amal	arabizi	امل	امل	NOUN	امل	/	25-35	F
forum	20131115	bch	arabizi	باش	باش	FUT_PART	باش	/	25-35	F
forum	20131115	nélbéshom	arabizi	نلبسهم	نلبس+هم	IV1S-IV+IVSUFF_DO:3P	لبس	/	25-35	F
forum	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
forum	20131115	y'a	arabizi	يا	يا	VOC_PART	يا	/	25-35	F
forum	20131115	lebnet	arabizi	البنات	ال+بنات	DET+NOUN-NSUFF_FEM_PL	بنت	/	25-35	F
forum	20131115	matfj3ounich	arabizi	ما تفجعوني ش	ما+تفجعوا+ني+ش	NEG_PART+CV2P-CV-CVSUFF_SUBJ:P+CVSUFF_DO:1S+NEG_PART	فجع	/	25-35	F
forum	20131115	ana	arabizi	انا	انا	PRON_1S	هو	/	25-35	F
forum	20131115	3andy	arabizi	عندي	عند+ي	PREP+PRON_1S	عند	/	25-35	F
forum	20131115	amal	arabizi	امل	امل	NOUN	امل	/	25-35	F
forum	20131115	bech	arabizi	باش	باش	FUT_PART	باش	/	25-35	F
forum	20131115	narja3	arabizi	نرجع	نرجع	IV1S-IV	رجع	/	25-35	F
forum	20131115	nelbess	arabizi	نلبس	نلبس	IV1S-IV	لبس	/	25-35	F
forum	20131115	dabchy	arabizi	دبشي	دبش+ي	NOUN+POSS_PRON_1S	دبش	/	25-35	F
forum	20131115	5asatan	arabizi	خاصّة	خاصّة	ADV	خاصة	/	25-35	F
forum	20131115	ana	arabizi	انا	انا	PRON_1S	هو	/	25-35	F
forum	20131115	malbeset	arabizi	ما لبست	ما+لبست	NEG_PART+PV-PVSUFF_SUBJ:1S	لبس	/	25-35	F
forum	20131115	chay	arabizi	شي	شي	PRON_INDEF	شي	/	25-35	F
forum	20131115	menou	arabizi	منه	من+ه	PREP+PRON_3MS	من	/	25-35	F
forum	20131115	mazel	arabizi	ما زال	ما+زال	NEG_PART+PV-PVSUFF_SUBJ:3MS	زال	/	25-35	F
forum	20131115	jdid	arabizi	جديد	جديد	ADJ	جديد	/	25-35	F
forum	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
forum	20131115	bon	foreign	bon	foreign	foreign	foreign	/	25-35	F
forum	20131115	ana	arabizi	انا	انا	PRON_1S	هو	/	25-35	F
forum	20131115	belgrossessse	arabizi	بالغروسّيس	ب+ال+غروسّيس	PREP+DET+NOUN	غروسّيس	/	25-35	F
forum	20131115	netsama	arabizi	نتسمّى	نتسمّى	IV1S-IV	تسمّى	/	25-35	F
forum	20131115	tra93et	arabizi	ترقّعت	ترقّعت	PV-PVSUFF_SUBJ:1S	ترقّع	/	25-35	F
forum	20131115	ama	arabizi	اما	اما	CONJ	اما	/	25-35	F
forum	20131115	comeme	foreign	comeme	foreign	foreign	foreign	/	25-35	F
forum	20131115	n7eb	arabizi	نحبّ	نحبّ	IV1S-IV	حبّ	/	25-35	F
forum	20131115	nelbess	arabizi	نلبس	نلبس	IV1S-IV	لبس	/	25-35	F
forum	20131115	dabchy	arabizi	دبشي	دبش+ي	NOUN+POSS_PRON_1S	دبش	/	25-35	F
forum	20131115	chritou	arabizi	شريته	شريت+ه	PV-PVSUFF_SUBJ:1S+PVSUFF_DO:3MS	شرى	/	25-35	F
forum	20131115	bak	arabizi	باك	ب+اك	PREP+DEM_PRON	اك	/	25-35	F
forum	20131115	el	arabizi	ال	ال	DET	ال	/	25-35	F
forum	20131115	7esba	arabizi	حسبة	حسبة	NOUN-NSUFF_FEM_SG	حسبة	/	25-35	F
forum	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
forum	20131115	après	foreign	après	foreign	foreign	foreign	Germany	35-50	F
forum	20131115	ma	foreign	ma	foreign	foreign	foreign	Germany	35-50	F
forum	20131115	grossesse	foreign	grossesse	foreign	foreign	foreign	Germany	35-50	F
forum	20131115	j'avais	foreign	j'avais	foreign	foreign	foreign	Germany	35-50	F
forum	20131115	10	arabizi	10	10	NOUN_NUM	NOUN_NUM	Germany	35-50	F
forum	20131115	kg	foreign	kg	foreign	foreign	foreign	Germany	35-50	F
forum	20131115	à	foreign	à	foreign	foreign	foreign	Germany	35-50	F
forum	20131115	perdre	foreign	perdre	foreign	foreign	foreign	Germany	35-50	F
forum	20131115	,	arabizi	,	,	PUNC	PUNC	Germany	35-50	F
forum	20131115	il	foreign	il	foreign	foreign	foreign	Germany	35-50	F
forum	20131115	men	foreign	men	foreign	foreign	foreign	Germany	35-50	F
forum	20131115	reste	foreign	reste	foreign	foreign	foreign	Germany	35-50	F
forum	20131115	que	foreign	que	foreign	foreign	foreign	Germany	35-50	F
forum	20131115	15	arabizi	15	15	NOUN_NUM	NOUN_NUM	Germany	35-50	F
forum	20131115	tawa	arabizi	توّا	توّا	ADV	توّا	Germany	35-50	F
forum	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
forum	20131115	lol	foreign	lol	foreign	foreign	foreign	/	/	F
forum	20131115	moi	foreign	moi	foreign	foreign	foreign	/	/	F
forum	20131115	j'ai	foreign	j'ai	foreign	foreign	foreign	/	/	F
forum	20131115	un	foreign	un	foreign	foreign	foreign	/	/	F
forum	20131115	jean	foreign	jean	foreign	foreign	foreign	/	/	F
forum	20131115	deux	foreign	deux	foreign	foreign	foreign	/	/	F
forum	20131115	taille	foreign	taille	foreign	foreign	foreign	/	/	F
forum	20131115	deux	foreign	deux	foreign	foreign	foreign	/	/	F
forum	20131115	moin	foreign	moin	foreign	foreign	foreign	/	/	F
forum	20131115	que	foreign	que	foreign	foreign	foreign	/	/	F
forum	20131115	ma	foreign	ma	foreign	foreign	foreign	/	/	F
forum	20131115	taille	foreign	taille	foreign	foreign	foreign	/	/	F
forum	20131115	actuelle	foreign	actuelle	foreign	foreign	foreign	/	/	F
forum	20131115	,	arabizi	,	,	PUNC	PUNC	/	/	F
forum	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
forum	20131115	jean	foreign	jean	foreign	foreign	foreign	/	/	F
forum	20131115	l'ai	foreign	l'ai	foreign	foreign	foreign	/	/	F
forum	20131115	caché	foreign	caché	foreign	foreign	foreign	/	/	F
forum	20131115	au	foreign	au	foreign	foreign	foreign	/	/	F
forum	20131115	fin	foreign	fin	foreign	foreign	foreign	/	/	F
forum	20131115	fond	foreign	fond	foreign	foreign	foreign	/	/	F
forum	20131115	du	foreign	du	foreign	foreign	foreign	/	/	F
forum	20131115	placard	foreign	placard	foreign	foreign	foreign	/	/	F
forum	20131115	comme	foreign	comme	foreign	foreign	foreign	/	/	F
forum	20131115	ça	foreign	ça	foreign	foreign	foreign	/	/	F
forum	20131115	j'y	foreign	j'y	foreign	foreign	foreign	/	/	F
forum	20131115	pense	foreign	pense	foreign	foreign	foreign	/	/	F
forum	20131115	plus	foreign	plus	foreign	foreign	foreign	/	/	F
